Gender,Parental_Education,Test_Preparation,Study_Time_per_Week,Daily_Sleep_Duration,RaceEthnicity_group_B,RaceEthnicity_group_C,RaceEthnicity_group_D,RaceEthnicity_group_E,School_Type_private,School_Type_public,Internet_Access_True,Target,Reading_Score_was_missing,Writing_Score_was_missing
1,2.0,False,14.2,5.2,False,False,True,False,False,True,True,1,0,0
0,1.0,False,8.6,6.8,True,False,False,False,True,False,True,1,0,0
0,1.0,True,9.518105423987791,6.0,False,True,False,False,False,True,False,1,0,0
0,2.0,False,12.6,5.4,True,False,False,False,False,True,True,1,0,0
1,1.0,False,12.4,5.9,False,True,False,False,True,False,True,1,0,0
1,1.0,True,10.8,8.3,False,False,False,True,False,True,True,1,0,0
0,1.0,False,0.0,8.2,True,False,False,False,True,False,True,1,0,0
1,2.0,True,11.7,7.0,True,False,False,False,True,False,True,1,0,0
1,2.0,False,3.8,6.1,False,False,False,True,True,False,True,1,0,0
1,2.0,True,15.8,7.1,False,True,False,False,False,False,True,2,0,0
1,2.0,True,23.1,5.2,False,True,False,False,True,False,True,1,0,0
0,1.0,True,11.3,7.221315955434083,False,False,False,False,False,True,True,2,1,0
1,1.0,True,13.9,5.9,False,True,False,False,False,True,True,1,0,0
0,2.0,False,12.4,8.4,False,False,True,False,False,True,True,1,0,0
1,1.0,True,11.5,5.8,False,False,True,False,False,True,True,1,0,0
1,2.0,True,7.2,6.9,False,False,False,True,False,True,True,1,0,1
0,1.0,True,5.6,7.7,True,False,False,False,False,True,True,1,0,0
1,1.0,True,13.0,7.5,False,True,False,False,False,True,True,1,0,0
1,2.0,False,14.0,7.075810473815438,False,True,False,False,False,True,True,1,0,0
1,1.0,False,8.9,6.6,False,False,False,True,True,False,True,1,0,0
1,2.0,False,10.107699234579005,8.2,False,False,False,True,False,True,True,1,0,0
1,2.0,True,9.2,7.180375318066144,False,False,True,False,False,True,False,1,0,0
1,1.0,True,5.4,7.4,False,True,False,False,True,False,False,1,0,0
1,2.0,True,9.9,7.2,True,False,False,False,False,True,True,1,0,0
0,2.0,False,0.2,8.4,True,False,False,False,False,True,True,1,0,0
1,1.0,False,6.1,9.0,False,False,False,False,False,True,True,1,0,0
0,1.0,False,5.0,7.180375318066144,False,True,False,False,True,False,True,1,0,0
1,1.0,False,21.4,10.4,False,False,False,True,False,True,True,1,0,0
1,2.0,False,11.8,7.4,False,False,False,False,False,True,False,1,0,0
1,1.0,True,10.5,7.7,False,True,False,False,False,True,True,1,1,0
1,1.0,True,17.4,7.9,False,False,False,True,True,False,True,1,1,0
0,2.0,False,19.4,5.8,False,False,False,False,False,True,False,2,0,0
1,2.0,False,12.0,7.0,False,True,False,False,False,True,False,2,0,1
1,2.0,True,5.8,6.4,False,False,False,False,False,True,True,1,0,0
0,1.0,False,0.5,4.7,False,False,True,False,False,True,True,1,0,0
1,2.0,False,5.4,7.2,False,True,False,False,False,True,True,1,0,0
0,1.0,False,8.9,4.7,False,False,False,True,False,True,True,1,0,0
0,2.0,False,21.0,6.9,False,True,False,False,True,False,False,1,0,0
0,1.0,False,7.6,8.7,False,False,True,False,False,True,True,1,0,0
0,1.0,True,2.1,5.6,False,False,False,False,False,True,True,1,0,0
0,2.0,False,9.1,7.1,False,True,False,False,False,True,False,1,1,0
0,1.0,True,4.0,5.9,False,False,False,False,False,True,True,2,0,0
0,2.0,False,0.4,8.6,False,False,True,False,True,False,True,2,1,0
0,2.0,True,9.8,7.0,False,False,False,True,False,True,True,1,0,1
0,1.0,True,8.0,6.3,True,False,False,False,True,False,True,1,0,0
0,1.0,False,8.6,7.2,False,False,True,False,False,True,False,1,0,0
0,1.0,True,18.0,8.2,False,False,True,False,False,True,True,1,0,0
0,2.0,True,11.3,8.0,False,True,False,False,True,False,True,1,0,0
1,2.0,False,8.3,10.0,False,False,False,True,False,True,True,2,0,0
0,2.0,False,8.3,8.1,False,False,False,False,False,False,True,2,0,0
0,2.0,False,10.228547945205472,6.7,False,False,False,True,True,False,True,1,0,0
1,1.0,False,8.3,9.1,True,False,False,False,False,True,True,1,0,0
0,1.0,False,9.6,8.5,False,False,True,False,False,True,True,1,0,0
1,1.0,True,4.8,11.0,False,False,False,True,True,False,False,1,0,0
1,2.0,False,4.6,6.8,False,True,False,False,False,True,True,1,0,0
1,1.0,True,8.4,6.9,False,False,True,False,False,True,True,1,0,0
0,2.0,True,3.1,10.8,False,False,False,False,False,True,False,2,1,0
1,2.0,False,8.0,5.7,False,False,False,True,False,True,True,1,0,0
0,1.0,True,12.6,6.3,False,False,False,True,False,True,True,1,0,0
1,1.0,False,4.1,8.0,True,False,False,False,False,True,True,1,0,0
1,1.0,True,6.1,6.7,False,True,False,False,True,False,True,2,0,0
0,1.0,True,6.5,5.1,True,False,False,False,False,True,True,1,0,0
0,1.0,False,4.3,7.180375318066144,False,True,False,False,False,True,True,1,0,0
1,1.0,True,14.2,6.4,False,True,False,False,True,False,True,1,0,0
0,1.0,True,9.518105423987791,6.2,True,False,False,False,True,False,True,1,0,0
0,2.0,False,10.8,6.7,False,False,False,True,False,True,True,2,0,0
0,2.0,False,10.9,6.8,True,False,False,False,False,True,True,1,0,0
1,2.0,False,1.0,6.9,False,False,True,False,False,True,True,1,0,0
1,1.0,False,10.8,4.3,False,False,False,True,True,False,True,1,0,0
1,1.0,False,5.5,8.3,True,False,False,False,True,False,True,1,0,0
0,1.0,False,8.3,6.1,False,False,False,True,False,True,False,2,0,0
1,1.0,False,17.5,9.7,False,True,False,False,False,True,True,1,0,0
1,2.0,True,10.228547945205472,7.00597413262168,False,False,True,False,False,False,True,1,0,0
0,1.0,True,9.3,7.7,False,False,False,True,False,False,True,1,0,0
1,2.0,True,14.5,7.8,False,False,True,False,False,False,True,1,0,0
0,2.0,False,8.8,8.5,False,True,False,False,False,False,True,1,0,1
0,2.0,False,8.1,7.180375318066144,False,False,False,False,False,True,True,1,0,0
0,1.0,True,13.2,8.2,False,True,False,False,False,True,True,2,0,0
0,2.0,True,9.8,7.8,True,False,False,False,True,False,True,1,0,0
1,1.0,False,9.638693467336676,8.5,False,True,False,False,False,True,True,1,0,0
1,1.0,True,7.7,8.3,False,False,False,True,False,True,True,2,0,0
1,1.0,True,9.3,7.4,False,True,False,False,True,False,True,1,0,0
1,2.0,True,10.228547945205472,7.3,False,False,True,False,False,True,True,1,0,0
0,1.0,True,13.2,8.6,True,False,False,False,True,False,True,1,0,0
1,1.0,True,15.8,6.9,False,False,False,True,False,False,True,1,0,0
0,2.0,False,1.3,9.6,True,False,False,False,False,True,False,1,1,0
0,2.0,True,0.4,7.7,False,False,True,False,False,True,False,1,0,0
1,2.0,True,8.8,11.0,False,False,False,True,False,True,False,1,0,0
0,1.0,True,6.6,5.7,False,True,False,False,False,True,True,1,0,0
0,1.0,True,11.3,6.9,False,True,False,False,False,True,True,1,0,0
1,2.0,True,7.5,9.6,False,False,False,True,False,True,True,2,0,0
0,1.0,True,12.0,7.5,True,False,False,False,True,False,False,2,0,0
0,2.0,True,22.5,8.5,False,True,False,False,False,True,True,1,0,0
0,1.0,False,9.67504285224546,7.9,False,False,True,False,False,True,True,1,0,0
0,1.0,False,14.8,6.8,False,False,True,False,False,True,True,1,0,0
1,2.0,False,14.8,6.7,False,False,True,False,True,False,True,1,0,0
1,1.0,False,8.2,8.7,False,True,False,False,False,True,False,1,0,0
1,1.0,False,12.3,8.2,True,False,False,False,True,False,True,2,0,0
1,1.0,False,0.0,7.6,False,True,False,False,False,True,True,1,0,0
1,1.0,False,5.5,9.2,False,True,False,False,True,False,True,1,0,0
1,1.0,True,14.1,8.3,False,False,False,True,False,True,True,1,0,0
0,1.0,False,6.7,8.9,False,True,False,False,False,True,True,1,0,1
0,2.0,False,10.9,8.5,False,False,False,True,True,False,True,1,0,0
1,1.0,False,7.4,7.0,True,False,False,False,True,False,True,1,0,0
0,1.0,True,9.420663609387612,6.0,False,True,False,False,True,False,True,1,0,0
1,1.0,False,11.3,8.5,True,False,False,False,False,True,True,2,0,1
1,2.0,False,8.1,9.8,False,True,False,False,True,False,False,2,0,0
1,2.0,False,5.6,3.0,False,False,True,False,False,True,True,2,0,0
0,1.0,True,5.8,6.1,False,False,False,True,False,True,True,1,0,0
1,1.0,True,2.3,9.5,True,False,False,False,False,True,True,1,0,0
0,2.0,True,8.1,7.1,False,False,True,False,False,True,True,1,0,0
0,1.0,True,9.638693467336676,8.5,True,False,False,False,False,True,True,1,0,0
1,1.0,False,11.2,5.2,False,False,False,True,False,True,True,1,0,0
1,2.0,True,17.1,8.6,False,False,True,False,True,False,False,1,0,0
0,1.0,True,9.3,7.180375318066144,True,False,False,False,False,True,True,1,0,0
1,1.0,False,11.0,7.214958863126406,False,False,False,True,True,False,True,1,0,0
0,2.0,False,19.6,7.2,False,True,False,False,True,False,True,1,0,0
1,2.0,False,8.7,7.4,True,False,False,False,False,True,True,1,0,0
0,1.0,False,11.1,8.9,False,True,False,False,False,False,True,2,0,0
1,1.0,True,7.0,6.1,True,False,False,False,False,False,True,1,0,0
0,1.0,True,17.1,6.4,False,True,False,False,False,True,True,1,0,0
0,2.0,False,0.5,7.2,False,False,True,False,True,False,False,1,0,0
0,1.0,False,19.2,7.7,False,True,False,False,False,True,True,1,0,0
0,1.0,True,18.0,7.0,True,False,False,False,False,True,True,1,0,0
1,1.0,False,9.9,5.5,False,True,False,False,False,True,True,2,0,0
0,1.0,True,9.1,7.3,False,False,False,True,False,True,True,1,1,0
0,2.0,False,3.0,8.2,False,False,True,False,False,True,False,1,0,0
1,2.0,True,10.228547945205472,5.8,True,False,False,False,False,True,True,1,0,0
1,1.0,True,0.6,8.8,False,False,False,True,False,True,True,0,1,0
1,1.0,True,5.1,7.0,False,False,True,False,False,True,True,2,0,0
0,2.0,False,10.4,8.2,False,True,False,False,False,True,False,1,0,0
1,1.0,True,9.2,6.8,False,False,True,False,False,True,True,1,0,0
1,2.0,True,7.6,7.3,False,False,True,False,False,True,True,1,0,0
1,2.0,False,10.228547945205472,6.6,False,False,False,True,False,False,True,1,0,0
0,1.0,True,5.7,9.1,True,False,False,False,False,True,True,1,0,0
1,1.0,False,3.3,8.5,True,False,False,False,True,False,False,2,0,0
0,1.0,True,8.1,5.4,False,False,False,True,False,True,True,1,0,0
0,1.0,False,9.638693467336676,9.8,True,False,False,False,False,False,True,1,0,0
0,2.0,False,11.2,7.025869410929733,True,False,False,False,False,True,True,2,0,0
0,1.0,True,7.2,6.8,False,False,False,True,False,False,True,1,0,0
1,2.0,False,6.3,7.143064409760401,False,True,False,False,False,True,False,1,0,1
0,1.0,True,5.2,8.3,False,False,False,True,False,False,True,1,0,0
0,1.0,True,4.5,8.2,False,False,False,False,False,True,True,2,0,0
1,1.0,False,9.9,6.0,False,True,False,False,True,False,True,1,1,0
0,2.0,False,11.4,7.025869410929733,True,False,False,False,False,True,False,1,0,0
0,1.0,False,6.9,7.180375318066144,False,True,False,False,False,True,True,1,0,0
0,2.0,False,4.0,8.7,False,False,True,False,False,True,False,1,0,0
1,1.0,False,9.67504285224546,6.6,False,False,True,False,False,True,True,1,0,0
1,1.0,False,9.7,7.221315955434083,False,False,False,True,True,False,True,1,0,0
1,2.0,False,10.5,6.1,False,False,True,False,True,False,True,1,0,0
1,1.0,True,9.4,6.6,False,True,False,False,False,True,True,1,0,0
0,2.0,False,15.5,9.4,False,True,False,False,False,True,True,1,0,0
1,1.0,False,2.1,8.8,False,False,False,True,False,True,False,1,0,0
1,1.0,True,1.9,9.2,False,False,False,False,False,True,False,1,0,0
1,1.0,True,4.0,7.0,False,True,False,False,True,False,True,1,0,0
1,1.0,True,9.5,8.5,False,True,False,False,False,True,False,1,0,0
0,2.0,True,12.1,7.7,False,False,False,True,False,True,True,1,0,0
0,1.0,False,14.0,8.8,False,False,False,True,True,False,True,1,0,0
1,1.0,False,11.2,7.1,False,False,False,True,True,False,True,1,0,0
1,2.0,True,10.466370558375637,4.4,False,False,False,False,False,True,True,1,0,0
0,2.0,False,17.1,7.0,True,False,False,False,False,True,True,1,0,0
0,1.0,True,8.8,6.2,True,False,False,False,False,True,True,2,0,0
0,2.0,False,15.9,7.4,False,False,False,True,False,True,True,1,0,0
1,1.0,False,0.0,7.7,True,False,False,False,False,True,True,2,0,0
1,1.0,False,17.5,5.3,False,False,False,False,True,False,True,1,0,0
1,1.0,False,15.0,8.7,True,False,False,False,True,False,True,1,0,0
1,1.0,True,2.8,6.8,False,True,False,False,True,False,True,1,0,0
0,1.0,False,9.420663609387612,8.3,False,False,True,False,True,False,True,1,0,0
1,1.0,True,12.7,8.4,False,False,False,False,False,False,True,1,0,0
0,2.0,False,6.4,7.6,False,False,False,True,False,True,True,1,0,0
1,1.0,True,9.681472452462211,7.4,False,False,False,True,False,True,True,1,1,0
0,2.0,False,14.2,7.2,True,False,False,False,False,True,True,1,0,0
1,1.0,False,1.8,9.9,False,False,True,False,False,True,True,2,0,0
1,2.0,True,15.7,7.9,False,False,False,True,False,True,False,2,0,0
0,1.0,True,9.67504285224546,7.8,False,False,True,False,False,True,True,1,0,0
1,2.0,False,10.228547945205472,6.9,False,False,False,True,False,True,True,1,0,0
0,1.0,False,11.6,7.214958863126406,False,False,False,True,True,False,True,1,0,0
0,2.0,True,8.4,9.4,False,False,False,True,False,True,True,2,0,0
1,1.0,True,8.8,7.5,False,False,False,False,False,True,True,1,0,0
1,2.0,False,15.5,6.9,False,False,True,False,True,False,True,1,0,0
0,2.0,False,14.6,8.8,True,False,False,False,False,True,True,1,0,1
1,1.0,True,8.9,7.0,False,False,False,True,True,False,False,1,0,0
1,2.0,False,9.0,5.6,False,False,False,False,False,True,False,1,0,0
0,1.0,True,9.3,6.8,True,False,False,False,False,True,True,1,0,0
0,1.0,False,12.9,6.3,True,False,False,False,True,False,True,1,0,0
0,1.0,False,19.7,7.1,False,False,False,True,True,False,True,2,1,0
0,1.0,True,11.4,7.5,False,True,False,False,False,True,True,1,0,0
1,2.0,True,10.228547945205472,7.00597413262168,False,False,True,False,False,True,True,1,0,0
1,1.0,True,13.3,9.2,False,True,False,False,False,False,True,1,0,0
1,2.0,False,16.6,7.5,False,False,False,False,False,True,True,1,0,0
1,2.0,True,2.1,6.7,False,False,False,True,False,True,True,1,0,0
0,1.0,True,13.9,7.214958863126406,False,True,False,False,True,False,True,1,0,0
0,2.0,False,5.5,7.7,False,True,False,False,True,False,False,1,0,1
0,2.0,False,10.228547945205472,7.5,False,False,False,True,True,False,True,1,0,0
0,2.0,False,11.7,7.2,False,False,True,False,True,False,True,1,0,0
0,2.0,False,9.1,7.143064409760401,True,False,False,False,True,False,True,1,0,0
1,2.0,True,10.466370558375637,6.4,False,False,True,False,True,False,True,1,0,0
0,2.0,True,10.228547945205472,7.5,False,True,False,False,False,True,True,1,0,0
0,1.0,True,6.2,7.3,True,False,False,False,False,True,True,1,1,0
1,2.0,True,0.0,9.4,False,False,False,True,False,True,False,2,0,0
1,2.0,False,10.144616336633618,8.4,False,False,False,True,False,True,True,1,0,0
1,2.0,True,7.1,8.2,False,False,False,True,False,True,True,1,0,0
0,1.0,True,8.9,6.3,True,False,False,False,False,True,True,1,0,0
1,2.0,False,16.0,5.4,False,False,False,False,False,True,True,1,0,0
1,1.0,False,7.0,7.4,True,False,False,False,False,True,True,1,0,0
0,1.0,True,6.7,4.8,False,True,False,False,False,True,True,1,0,0
1,1.0,True,10.3,8.4,False,False,True,False,True,False,True,2,0,0
1,2.0,True,13.4,8.9,False,False,False,False,False,True,True,2,0,0
0,1.0,True,9.638693467336676,8.2,False,True,False,False,False,True,True,1,0,0
1,2.0,False,15.0,8.0,False,False,False,True,False,True,False,1,0,0
1,2.0,False,5.7,6.2,False,False,False,False,False,True,True,1,0,0
1,2.0,False,11.7,4.2,False,False,False,False,False,True,True,2,0,0
1,1.0,True,9.2,6.7,True,False,False,False,True,False,False,1,0,0
1,1.0,False,12.8,5.5,False,True,False,False,False,True,True,1,0,0
0,1.0,False,7.0,6.2,False,False,True,False,True,False,True,1,0,0
0,1.0,True,4.5,9.2,False,False,False,False,True,False,True,1,1,0
0,1.0,False,11.5,8.4,True,False,False,False,False,True,True,1,0,0
1,2.0,True,4.3,8.6,True,False,False,False,False,True,True,2,0,0
1,2.0,False,2.4,10.3,False,False,False,True,False,True,True,1,0,0
0,1.0,True,11.2,8.0,False,False,False,False,False,True,True,2,1,0
0,1.0,True,12.0,7.0,False,False,False,False,False,True,True,1,0,1
1,1.0,True,9.518105423987791,5.3,False,True,False,False,False,True,True,1,0,0
1,1.0,True,11.6,6.4,False,False,False,True,False,True,True,1,0,0
1,1.0,False,4.6,6.9,True,False,False,False,False,True,True,2,0,0
1,2.0,False,6.6,6.1,True,False,False,False,True,False,True,1,0,0
1,1.0,False,9.67504285224546,6.7,False,False,True,False,False,True,False,1,0,0
1,2.0,True,14.5,5.1,False,True,False,False,False,True,True,1,0,0
1,1.0,False,6.4,7.5,True,False,False,False,False,True,False,1,0,0
1,2.0,True,4.9,7.4,True,False,False,False,True,False,True,1,0,0
1,2.0,True,8.6,6.7,False,False,False,True,False,True,True,1,0,0
0,2.0,True,8.7,7.7,False,False,False,True,True,False,False,1,0,0
0,2.0,False,17.5,5.8,True,False,False,False,False,True,True,1,0,1
0,2.0,True,0.0,9.3,False,False,True,False,False,True,True,1,0,0
1,2.0,True,7.5,9.1,False,True,False,False,False,False,True,1,0,1
0,2.0,False,21.2,7.221315955434083,False,False,False,True,True,False,True,1,0,0
0,1.0,True,6.0,6.6,False,False,False,True,False,True,True,1,0,0
0,1.0,False,5.7,7.0,False,True,False,False,True,False,True,1,1,0
1,1.0,True,10.8,6.6,False,True,False,False,False,True,True,0,0,0
0,2.0,True,13.2,7.6,False,False,False,False,False,True,True,1,0,0
1,1.0,True,7.3,9.8,False,True,False,False,False,True,True,2,0,0
1,1.0,False,11.7,5.6,True,False,False,False,True,False,True,2,0,0
1,1.0,False,15.3,5.4,True,False,False,False,False,False,True,1,0,0
0,2.0,True,22.7,6.7,False,False,True,False,False,True,True,1,0,0
1,1.0,True,1.9,5.4,False,False,True,False,True,False,False,1,0,0
0,1.0,False,9.67504285224546,6.4,False,False,False,True,False,True,True,1,0,0
0,2.0,False,14.1,5.6,False,True,False,False,False,True,True,1,0,0
1,1.0,False,10.0,8.1,True,False,False,False,False,True,True,1,0,0
1,1.0,True,10.8,6.5,True,False,False,False,False,True,True,1,0,0
0,1.0,False,8.2,5.8,False,False,False,False,True,False,True,1,0,0
0,1.0,True,9.5,7.0,False,False,True,False,True,False,True,1,0,0
1,2.0,False,4.5,7.180375318066144,True,False,False,False,False,True,False,1,0,0
1,1.0,False,10.7,8.3,False,True,False,False,True,False,True,1,0,0
0,2.0,False,10.8,3.5,False,True,False,False,False,True,False,1,0,0
1,2.0,False,8.4,5.4,False,False,True,False,False,True,True,2,0,0
0,2.0,True,9.1,8.6,False,False,True,False,False,True,True,1,0,0
1,2.0,True,3.0,5.4,False,False,False,True,False,True,True,1,0,0
1,1.0,False,13.8,7.2,True,False,False,False,False,True,True,1,0,0
1,1.0,False,13.8,6.3,False,True,False,False,False,True,True,2,1,0
0,1.0,True,8.1,7.5,False,True,False,False,False,True,True,1,0,0
1,2.0,False,3.4,10.1,False,True,False,False,True,False,True,1,0,0
0,1.0,False,5.1,7.25761523046093,True,False,False,False,False,True,True,1,0,0
1,1.0,True,7.1,8.0,False,True,False,False,False,False,True,1,0,0
0,1.0,True,1.8,7.4,False,False,False,False,False,True,True,2,0,0
0,1.0,True,2.2,7.342825361512784,False,False,False,False,True,False,False,2,0,0
0,1.0,False,11.9,7.7,False,False,False,True,False,True,True,1,1,0
0,1.0,False,15.4,6.9,False,True,False,False,False,True,True,1,0,0
0,1.0,False,1.7,7.3,True,False,False,False,True,False,True,1,0,0
1,1.0,False,8.3,8.8,False,False,True,False,False,True,True,1,0,0
1,2.0,True,8.5,7.190138248847928,False,False,False,True,False,True,True,1,0,0
0,2.0,True,11.3,5.6,False,True,False,False,False,True,True,1,0,0
0,1.0,False,9.67504285224546,6.4,False,False,False,True,False,True,True,1,0,0
0,1.0,False,5.6,6.3,False,False,False,False,False,True,True,1,1,0
